,votes_dem,votes_gop,total_votes,per_dem,per_gop,diff,per_point_diff,state_abbr,county_name,combined_fips,,winner
539,646,1421,2102,0.307326356,0.676022835,775,36.87%,GA,Wheeler ,13309,,TRUMP
540,1672,9751,11771,0.142044006,0.82839181,"8,079",68.63%,GA,White ,13311,,TRUMP
541,7925,21514,30362,0.261017061,0.708583097,"13,589",44.76%,GA,Whitfield ,13313,,TRUMP
542,852,2096,2973,0.286579213,0.705011773,"1,244",41.84%,GA,Wilcox ,13315,,TRUMP
543,1844,2569,4470,0.412527964,0.574720358,725,16.22%,GA,Wilkes ,13317,,TRUMP
544,1893,2332,4276,0.442703461,0.545369504,439,10.27%,GA,Wilkinson ,13319,,TRUMP
545,2015,6144,8266,0.243769659,0.743285749,"4,129",49.95%,GA,Worth ,13321,,TRUMP
546,41258,17500,64865,0.636059508,0.269791105,"23,758",36.63%,HI,Hawaii ,15001,,CLINTON
547,175634,90296,285683,0.614786319,0.31607061,"85,338",29.87%,HI,Honolulu ,15003,,CLINTON
548,16456,7574,26335,0.624871844,0.287602051,"8,882",33.73%,HI,Kauai ,15007,,CLINTON
549,33479,13445,51942,0.64454584,0.258846406,"20,034",38.57%,HI,Maui ,15009,,CLINTON
550,1127,2456,3759,0.29981378,0.653365257,"1,329",35.36%,IA,Adair ,19001,,TRUMP
551,565,1393,2082,0.271373679,0.669068204,828,39.77%,IA,Adams ,19003,,TRUMP
552,2409,4072,6837,0.352347521,0.595582858,"1,663",24.32%,IA,Allamakee ,19005,,TRUMP
553,1813,4031,6096,0.297408136,0.661253281,"2,218",36.38%,IA,Appanoose ,19007,,TRUMP
554,1079,2135,3379,0.319325244,0.631843741,"1,056",31.25%,IA,Audubon ,19009,,TRUMP
555,4672,8226,13690,0.341271001,0.600876552,"3,554",25.96%,IA,Benton ,19011,,TRUMP
556,32006,27382,63221,0.506255833,0.433115579,"4,624",7.31%,IA,Black Hawk ,19013,,CLINTON
557,5517,7458,13984,0.394522311,0.533323799,"1,941",13.88%,IA,Boone ,19015,,TRUMP
558,5349,7199,13350,0.400674157,0.539250936,"1,850",13.86%,IA,Bremer ,19017,,TRUMP
559,3966,5504,10137,0.391240012,0.542961428,"1,538",15.17%,IA,Buchanan ,19019,,TRUMP
560,2851,4895,8179,0.34857562,0.598483922,"2,044",24.99%,IA,Buena Vista ,19021,,TRUMP
561,2163,4918,7457,0.290063028,0.65951455,"2,755",36.95%,IA,Butler ,19023,,TRUMP
562,1396,3466,5105,0.273457395,0.678942214,"2,070",40.55%,IA,Calhoun ,19025,,TRUMP
563,3305,6627,10435,0.316722568,0.635074269,"3,322",31.84%,IA,Carroll ,19027,,TRUMP
564,1946,4755,7055,0.275832743,0.673990078,"2,809",39.82%,IA,Cass ,19029,,TRUMP
565,3578,5275,9386,0.381206052,0.562007245,"1,697",18.08%,IA,Cedar ,19031,,TRUMP
566,9840,11583,22633,0.434763399,0.511774842,"1,743",7.70%,IA,Cerro Gordo ,19033,,TRUMP
567,1676,4188,6186,0.270934368,0.677012609,"2,512",40.61%,IA,Cherokee ,19035,,TRUMP
568,2264,3739,6367,0.355583477,0.587246741,"1,475",23.17%,IA,Chickasaw ,19037,,TRUMP
569,1463,2706,4405,0.332122588,0.61430193,"1,243",28.22%,IA,Clarke ,19039,,TRUMP
570,2246,5870,8542,0.262936081,0.687192695,"3,624",42.43%,IA,Clay ,19041,,TRUMP
571,3236,5309,9098,0.355682568,0.583534843,"2,073",22.79%,IA,Clayton ,19043,,TRUMP
572,10079,11249,22748,0.443071918,0.494505011,"1,170",5.14%,IA,Clinton ,19045,,TRUMP
573,1985,4608,6862,0.289274264,0.671524337,"2,623",38.23%,IA,Crawford ,19047,,TRUMP
574,15662,19288,37617,0.416354308,0.512746896,"3,626",9.64%,IA,Dallas ,19049,,TRUMP
575,976,2721,3858,0.252980819,0.705287714,"1,745",45.23%,IA,Davis ,19051,,TRUMP
576,1201,2296,3703,0.324331623,0.620037807,"1,095",29.57%,IA,Decatur ,19053,,TRUMP
577,2956,5688,9165,0.322531369,0.620621931,"2,732",29.81%,IA,Delaware ,19055,,TRUMP
578,8178,9479,18713,0.437022391,0.506546251,"1,301",6.95%,IA,Des Moines ,19057,,TRUMP
579,3051,6743,10247,0.297745682,0.658046257,"3,692",36.03%,IA,Dickinson ,19059,,TRUMP
580,22774,23384,49037,0.464424822,0.476864409,610,1.24%,IA,Dubuque ,19061,,TRUMP
581,1356,3121,4707,0.288081581,0.663055024,"1,765",37.50%,IA,Emmet ,19063,,TRUMP
582,3666,5591,9813,0.373586059,0.569754407,"1,925",19.62%,IA,Fayette ,19065,,TRUMP
583,3177,4371,7985,0.397871008,0.547401378,"1,194",14.95%,IA,Floyd ,19067,,TRUMP
584,1490,3153,4915,0.303153611,0.641505595,"1,663",33.84%,IA,Franklin ,19069,,TRUMP
585,959,2401,3554,0.269836804,0.675576815,"1,442",40.57%,IA,Fremont ,19071,,TRUMP
586,1688,2819,4762,0.354472911,0.59197816,"1,131",23.75%,IA,Greene ,19073,,TRUMP
587,1847,4516,6766,0.27298256,0.667454922,"2,669",39.45%,IA,Grundy ,19075,,TRUMP
588,1720,3603,5654,0.304209409,0.637247966,"1,883",33.30%,IA,Guthrie ,19077,,TRUMP
589,2715,4450,7589,0.357754645,0.586375016,"1,735",22.86%,IA,Hamilton ,19079,,TRUMP
590,1582,3972,5815,0.27205503,0.683061049,"2,390",41.10%,IA,Hancock ,19081,,TRUMP
591,2774,5231,8423,0.329336341,0.621037635,"2,457",29.17%,IA,Hardin ,19083,,TRUMP
592,2123,4892,7378,0.287747357,0.663052318,"2,769",37.53%,IA,Harrison ,19085,,TRUMP
593,2897,5764,9286,0.311975016,0.620719362,"2,867",30.87%,IA,Henry ,19087,,TRUMP
594,1674,2611,4507,0.371422232,0.579321056,937,20.79%,IA,Howard ,19089,,TRUMP
595,1251,3564,5033,0.248559507,0.708126366,"2,313",45.96%,IA,Humboldt ,19091,,TRUMP
596,792,2655,3590,0.220612813,0.739554318,"1,863",51.89%,IA,Ida ,19093,,TRUMP
597,3070,5193,8789,0.349300262,0.590852202,"2,123",24.16%,IA,Iowa ,19095,,TRUMP
598,3837,5821,10204,0.376029008,0.570462564,"1,984",19.44%,IA,Jackson ,19097,,TRUMP
599,7108,10556,18776,0.378568385,0.562207073,"3,448",18.36%,IA,Jasper ,19099,,TRUMP
600,3702,3738,8001,0.462692163,0.467191601,36,0.45%,IA,Jefferson ,19101,,TRUMP
601,49942,20993,75637,0.66028531,0.277549348,"28,949",38.27%,IA,Johnson ,19103,,CLINTON
602,3779,5718,10011,0.377484767,0.571171711,"1,939",19.37%,IA,Jones ,19105,,TRUMP
603,1265,3385,4858,0.260395224,0.696788802,"2,120",43.64%,IA,Keokuk ,19107,,TRUMP
604,2529,5637,8505,0.297354497,0.662786596,"3,108",36.54%,IA,Kossuth ,19109,,TRUMP
605,6195,8762,15893,0.389794249,0.551311898,"2,567",16.15%,IA,Lee ,19111,,TRUMP
606,58481,48183,114664,0.510020582,0.420210354,"10,298",8.98%,IA,Linn ,19113,,CLINTON
607,1643,3060,4943,0.332389237,0.619057253,"1,417",28.67%,IA,Louisa ,19115,,TRUMP
608,1236,2873,4297,0.287642541,0.668606004,"1,637",38.10%,IA,Lucas ,19117,,TRUMP
609,917,5188,6336,0.144728535,0.818813131,"4,271",67.41%,IA,Lyon ,19119,,TRUMP
610,2666,5336,8523,0.312800657,0.626070632,"2,670",31.33%,IA,Madison ,19121,,TRUMP
611,2606,7404,10494,0.24833238,0.705546026,"4,798",45.72%,IA,Mahaska ,19123,,TRUMP
612,5469,10940,17554,0.311552922,0.623219779,"5,471",31.17%,IA,Marion ,19125,,TRUMP
613,7623,9125,17700,0.430677966,0.515536723,"1,502",8.49%,IA,Marshall ,19127,,TRUMP
614,2080,5050,7608,0.273396425,0.663774974,"2,970",39.04%,IA,Mills ,19129,,TRUMP
615,1879,3180,5360,0.350559701,0.593283582,"1,301",24.27%,IA,Mitchell ,19131,,TRUMP
616,1244,3115,4525,0.274917127,0.68839779,"1,871",41.35%,IA,Monona ,19133,,TRUMP
617,1053,2635,3844,0.273933403,0.685483871,"1,582",41.16%,IA,Monroe ,19135,,TRUMP
618,1312,3431,4998,0.262505002,0.68647459,"2,119",42.40%,IA,Montgomery ,19137,,TRUMP
619,8284,9549,19086,0.434035419,0.500314367,"1,265",6.63%,IA,Muscatine ,19139,,TRUMP
620,1314,5735,7348,0.17882417,0.780484486,"4,421",60.17%,IA,O'Brien ,19141,,TRUMP
621,552,2528,3197,0.172661871,0.79074132,"1,976",61.81%,IA,Osceola ,19143,,TRUMP
622,1801,4875,6968,0.258467279,0.699626866,"3,074",44.12%,IA,Page ,19145,,TRUMP
623,1395,3079,4674,0.298459564,0.658750535,"1,684",36.03%,IA,Palo Alto ,19147,,TRUMP
624,2878,9659,13057,0.220418167,0.739756452,"6,781",51.93%,IA,Plymouth ,19149,,TRUMP
625,962,2692,3831,0.251109371,0.702688593,"1,730",45.16%,IA,Pocahontas ,19151,,TRUMP
626,119671,93421,228420,0.523907714,0.408987829,"26,250",11.49%,IA,Polk ,19153,,CLINTON
627,15341,24441,42226,0.363306967,0.578814001,"9,100",21.55%,IA,Pottawattamie ,19155,,TRUMP
628,4272,4936,9693,0.440730424,0.509233467,664,6.85%,IA,Poweshiek ,19157,,TRUMP
629,753,1820,2684,0.280551416,0.678092399,"1,067",39.75%,IA,Ringgold ,19159,,TRUMP
630,1269,3692,5158,0.246025591,0.715781311,"2,423",46.98%,IA,Sac ,19161,,TRUMP
631,40302,39083,84878,0.474822687,0.460460897,"1,219",1.44%,IA,Scott ,19163,,CLINTON
632,1649,4340,6270,0.262998405,0.692185008,"2,691",42.92%,IA,Shelby ,19165,,TRUMP
633,2289,14761,17989,0.127244427,0.820557007,"12,472",69.33%,IA,Sioux ,19167,,TRUMP
634,25085,19111,48910,0.512880801,0.39073809,"5,974",12.21%,IA,Story ,19169,,CLINTON
635,3194,4968,8636,0.369847151,0.575266327,"1,774",20.54%,IA,Tama ,19171,,TRUMP
636,755,2108,3003,0.251415251,0.701964702,"1,353",45.05%,IA,Taylor ,19173,,TRUMP
637,1920,3521,5768,0.332871012,0.610436893,"1,601",27.76%,IA,Union ,19175,,TRUMP
638,843,2524,3526,0.239081112,0.715825298,"1,681",47.67%,IA,Van Buren ,19177,,TRUMP
639,5591,8710,14996,0.372832755,0.580821552,"3,119",20.80%,IA,Wapello ,19179,,TRUMP
640,10371,14773,26916,0.385309853,0.548855699,"4,402",16.35%,IA,Warren ,19181,,TRUMP
641,3938,6170,10824,0.363821138,0.570029564,"2,232",20.62%,IA,Washington ,19183,,TRUMP
642,719,2069,2921,0.246148579,0.708319069,"1,350",46.22%,IA,Wayne ,19185,,TRUMP
643,6293,10049,17239,0.365044376,0.582922443,"3,756",21.79%,IA,Webster ,19187,,TRUMP
644,1920,3437,5717,0.335840476,0.601189435,"1,517",26.53%,IA,Winnebago ,19189,,TRUMP
645,5238,5332,11217,0.466969778,0.475349915,94,0.84%,IA,Winneshiek ,19191,,TRUMP
646,16102,24627,42933,0.375049496,0.573614702,"8,525",19.86%,IA,Woodbury ,19193,,TRUMP
647,1523,2443,4216,0.361242884,0.579459203,920,21.82%,IA,Worth ,19195,,TRUMP
648,1890,3790,5949,0.317700454,0.637081862,"1,900",31.94%,IA,Wright ,19197,,TRUMP
649,75676,93748,195587,0.386917331,0.47931611,"18,072",9.24%,ID,Ada ,16001,,TRUMP
650,415,1556,2183,0.19010536,0.712780577,"1,141",52.27%,ID,Adams ,16003,,TRUMP
651,10342,17180,33405,0.309594372,0.514294267,"6,838",20.47%,ID,Bannock ,16005,,TRUMP
652,255,2203,2928,0.087090164,0.75239071,"1,948",66.53%,ID,Bear Lake ,16007,,TRUMP
653,780,3101,4192,0.186068702,0.739742366,"2,321",55.37%,ID,Benewah ,16009,,TRUMP
654,2924,10907,16625,0.175879699,0.65606015,"7,983",48.02%,ID,Bingham ,16011,,TRUMP
655,6416,3340,10723,0.598340017,0.311479996,"3,076",28.69%,ID,Blaine ,16013,,CLINTON
656,777,2673,3812,0.20383001,0.701206716,"1,896",49.74%,ID,Boise ,16015,,TRUMP
657,5140,10220,16815,0.305679453,0.607790663,"5,080",30.21%,ID,Bonner ,16017,,TRUMP
658,8930,26699,44212,0.201981363,0.603885823,"17,769",40.19%,ID,Bonneville ,16019,,TRUMP
659,933,3789,5150,0.181165049,0.735728155,"2,856",55.46%,ID,Boundary ,16021,,TRUMP
660,160,914,1230,0.130081301,0.743089431,754,61.30%,ID,Butte ,16023,,TRUMP
661,110,410,599,0.183639399,0.684474124,300,50.08%,ID,Camas ,16025,,TRUMP
662,16683,46755,72007,0.231685808,0.649311872,"30,072",41.76%,ID,Canyon ,16027,,TRUMP
663,271,2275,3035,0.089291598,0.749588138,"2,004",66.03%,ID,Caribou ,16029,,TRUMP
664,1036,5949,8178,0.12668134,0.727439472,"4,913",60.08%,ID,Cassia ,16031,,TRUMP
665,44,203,283,0.155477032,0.717314488,159,56.18%,ID,Clark ,16033,,TRUMP
666,704,2852,3801,0.185214417,0.750328861,"2,148",56.51%,ID,Clearwater ,16035,,TRUMP
667,427,1777,2413,0.176958143,0.736427683,"1,350",55.95%,ID,Custer ,16037,,TRUMP
668,1814,5816,8519,0.212935791,0.682709238,"4,002",46.98%,ID,Elmore ,16039,,TRUMP
669,385,3901,5499,0.07001273,0.709401709,"3,516",63.94%,ID,Franklin ,16041,,TRUMP
670,651,4091,5714,0.113930697,0.715960798,"3,440",60.20%,ID,Fremont ,16043,,TRUMP
671,1229,5980,7952,0.154552314,0.752012072,"4,751",59.75%,ID,Gem ,16045,,TRUMP
672,930,3743,5191,0.179156232,0.721055673,"2,813",54.19%,ID,Gooding ,16047,,TRUMP
673,1196,6441,8223,0.145445701,0.78329077,"5,245",63.78%,ID,Idaho ,16049,,TRUMP
674,976,8436,11471,0.085084125,0.735419754,"7,460",65.03%,ID,Jefferson ,16051,,TRUMP
675,2117,7347,10667,0.198462548,0.688759726,"5,230",49.03%,ID,Jerome ,16053,,TRUMP
676,16264,44449,66286,0.245361011,0.67056392,"28,185",42.52%,ID,Kootenai ,16055,,TRUMP
677,8093,7255,18146,0.445993607,0.399812631,838,4.62%,ID,Latah ,16057,,CLINTON
678,733,3011,4068,0.180186824,0.740167158,"2,278",56.00%,ID,Lemhi ,16059,,TRUMP
679,270,1202,1590,0.169811321,0.755974843,932,58.62%,ID,Lewis ,16061,,TRUMP
680,360,1184,1748,0.205949657,0.677345538,824,47.14%,ID,Lincoln ,16063,,TRUMP
681,1201,8941,15687,0.076560209,0.569962389,"7,740",49.34%,ID,Madison ,16065,,TRUMP
682,1167,4887,6870,0.169868996,0.711353712,"3,720",54.15%,ID,Minidoka ,16067,,TRUMP
683,4828,10699,17195,0.280779296,0.62221576,"5,871",34.14%,ID,Nez Perce ,16069,,TRUMP
684,184,1531,2068,0.088974855,0.74032882,"1,347",65.14%,ID,Oneida ,16071,,TRUMP
685,591,3052,3920,0.150765306,0.778571429,"2,461",62.78%,ID,Owyhee ,16073,,TRUMP
686,892,4306,5703,0.156408908,0.755041206,"3,414",59.86%,ID,Payette ,16075,,TRUMP
687,699,1666,2758,0.253444525,0.604060914,967,35.06%,ID,Power ,16077,,TRUMP
688,1384,3297,5120,0.2703125,0.643945313,"1,913",37.36%,ID,Shoshone ,16079,,TRUMP
689,2157,2161,4966,0.434353605,0.435159082,4,0.08%,ID,Teton ,16081,,TRUMP
690,6844,21063,31893,0.214592544,0.660427053,"14,219",44.58%,ID,Twin Falls ,16083,,TRUMP
691,1913,2906,5349,0.357636941,0.543279118,993,18.56%,ID,Valley ,16085,,TRUMP
692,776,3283,4454,0.174225415,0.737090256,"2,507",56.29%,ID,Washington ,16087,,TRUMP
693,7633,22732,31770,0.240258105,0.715517784,"15,099",47.53%,IL,Adams ,17001,,TRUMP
694,1262,1496,2820,0.44751773,0.530496454,234,8.30%,IL,Alexander ,17003,,TRUMP
695,2066,4884,7462,0.276869472,0.654516215,"2,818",37.76%,IL,Bond ,17005,,TRUMP
696,8952,12261,22604,0.3960361,0.542426119,"3,309",14.64%,IL,Boone ,17007,,TRUMP
697,475,1776,2336,0.203339041,0.760273973,"1,301",55.69%,IL,Brown ,17009,,TRUMP
698,6010,9264,16303,0.368643808,0.568238974,"3,254",19.96%,IL,Bureau ,17011,,TRUMP
699,739,1719,2556,0.289123631,0.672535211,980,38.34%,IL,Calhoun ,17013,,TRUMP
700,2437,4428,7354,0.331384281,0.602121295,"1,991",27.07%,IL,Carroll ,17015,,TRUMP
701,1617,3216,5054,0.319944598,0.636327661,"1,599",31.64%,IL,Cass ,17017,,TRUMP
702,49694,33235,89196,0.557132607,0.372606395,"16,459",18.45%,IL,Champaign ,17019,,CLINTON
703,3982,10522,15310,0.260091444,0.687263227,"6,540",42.72%,IL,Christian ,17021,,TRUMP
704,1873,5620,7819,0.239544699,0.71876199,"3,747",47.92%,IL,Clark ,17023,,TRUMP
705,1014,5009,6278,0.161516406,0.797865562,"3,995",63.63%,IL,Clay ,17025,,TRUMP
706,3939,12394,17268,0.228109798,0.717743804,"8,455",48.96%,IL,Clinton ,17027,,TRUMP
707,7285,12985,21580,0.337581094,0.601714551,"5,700",26.41%,IL,Coles ,17029,,TRUMP
708,1528582,440213,2055215,0.743757709,0.214193162,"1,088,369",52.96%,IL,Cook ,17031,,CLINTON
709,1969,6146,8507,0.231456448,0.722463853,"4,177",49.10%,IL,Crawford ,17033,,TRUMP
710,1028,4200,5513,0.186468348,0.761835661,"3,172",57.54%,IL,Cumberland ,17035,,TRUMP
711,20348,19051,42605,0.477596526,0.44715409,"1,297",3.04%,IL,DeKalb ,17037,,CLINTON
712,1907,5072,7469,0.255321998,0.679073504,"3,165",42.38%,IL,De Witt ,17039,,TRUMP
713,1946,5695,8089,0.240573618,0.704042527,"3,749",46.35%,IL,Douglas ,17041,,TRUMP
714,222499,164355,412929,0.538831131,0.39802242,"58,144",14.08%,IL,DuPage ,17043,,CLINTON
715,1778,5634,7783,0.228446614,0.723885391,"3,856",49.54%,IL,Edgar ,17045,,TRUMP
716,432,2777,3312,0.130434783,0.838466184,"2,345",70.80%,IL,Edwards ,17047,,TRUMP
717,3071,13613,17428,0.176210695,0.78109938,"10,542",60.49%,IL,Effingham ,17049,,TRUMP
718,1814,7363,9515,0.190646348,0.773830793,"5,549",58.32%,IL,Fayette ,17051,,TRUMP
719,1410,4474,6289,0.224200986,0.711400859,"3,064",48.72%,IL,Ford ,17053,,TRUMP
720,4711,13101,18533,0.254195219,0.706901203,"8,390",45.27%,IL,Franklin ,17055,,TRUMP
721,6118,8482,15609,0.39195336,0.543404446,"2,364",15.15%,IL,Fulton ,17057,,TRUMP
722,656,1942,2691,0.243775548,0.721664809,"1,286",47.79%,IL,Gallatin ,17059,,TRUMP
723,1202,4139,5542,0.21688921,0.746842295,"2,937",53.00%,IL,Greene ,17061,,TRUMP
724,8021,13417,22891,0.35039972,0.586125552,"5,396",23.57%,IL,Grundy ,17063,,TRUMP
725,800,3205,4143,0.19309679,0.773594014,"2,405",58.05%,IL,Hamilton ,17065,,TRUMP
726,1744,5713,7818,0.223074955,0.730749552,"3,969",50.77%,IL,Hancock ,17067,,TRUMP
727,419,1650,2133,0.196436943,0.773558368,"1,231",57.71%,IL,Hardin ,17069,,TRUMP
728,1151,2153,3480,0.330747126,0.618678161,"1,002",28.79%,IL,Henderson ,17071,,TRUMP
729,8835,13962,24232,0.364600528,0.576180258,"5,127",21.16%,IL,Henry ,17073,,TRUMP
730,2496,9728,12923,0.193144007,0.752766386,"7,232",55.96%,IL,Iroquois ,17075,,TRUMP
731,11619,10889,24509,0.47407075,0.444285773,730,2.98%,IL,Jackson ,17077,,CLINTON
732,924,3973,5104,0.181034483,0.778409091,"3,049",59.74%,IL,Jasper ,17079,,TRUMP
733,4408,11681,16818,0.262100131,0.694553455,"7,273",43.25%,IL,Jefferson ,17081,,TRUMP
734,2673,7737,10909,0.245027042,0.70923091,"5,064",46.42%,IL,Jersey ,17083,,TRUMP
735,4452,6113,11177,0.398317974,0.546926725,"1,661",14.86%,IL,Jo Daviess ,17085,,TRUMP
736,1135,4644,6017,0.188632209,0.771813196,"3,509",58.32%,IL,Johnson ,17087,,TRUMP
737,99389,82087,193500,0.513638243,0.424222222,"17,302",8.94%,IL,Kane ,17089,,CLINTON
738,18908,25081,46556,0.406134548,0.538727554,"6,173",13.26%,IL,Kankakee ,17091,,TRUMP
739,23392,24152,50815,0.460336515,0.475292729,760,1.50%,IL,Kendall ,17093,,TRUMP
740,9939,10658,21964,0.452513203,0.485248589,719,3.27%,IL,Knox ,17095,,TRUMP
741,168186,108608,293574,0.572891332,0.369951017,"59,578",20.29%,IL,Lake ,17097,,CLINTON
742,19277,26269,48447,0.397898735,0.542221397,"6,992",14.43%,IL,LaSalle ,17099,,TRUMP
743,1288,4517,6039,0.213280344,0.747971518,"3,229",53.47%,IL,Lawrence ,17101,,TRUMP
744,5499,8597,15215,0.361419652,0.565034505,"3,098",20.36%,IL,Lee ,17103,,TRUMP
745,4005,10197,15096,0.265302067,0.675476948,"6,192",41.02%,IL,Livingston ,17105,,TRUMP
746,3301,8167,12130,0.272135202,0.673289365,"4,866",40.12%,IL,Logan ,17107,,TRUMP
747,18211,26782,47283,0.385148996,0.56641922,"8,571",18.13%,IL,Macon ,17115,,TRUMP
748,6532,14194,21881,0.298523833,0.648690645,"7,662",35.02%,IL,Macoupin ,17117,,TRUMP
749,50336,70295,127902,0.393551313,0.549600475,"19,959",15.60%,IL,Madison ,17119,,TRUMP
750,4231,11677,16600,0.254879518,0.703433735,"7,446",44.86%,IL,Marion ,17121,,TRUMP
751,1784,3776,5903,0.302219211,0.639674742,"1,992",33.75%,IL,Marshall ,17123,,TRUMP
752,2008,4051,6433,0.312140525,0.629721747,"2,043",31.76%,IL,Mason ,17125,,TRUMP
753,1555,4844,6633,0.234433891,0.730287954,"3,289",49.59%,IL,Massac ,17127,,TRUMP
754,5278,6789,12910,0.408830364,0.525871418,"1,511",11.70%,IL,McDonough ,17109,,TRUMP
755,59827,71117,140145,0.426893575,0.507452995,"11,290",8.06%,IL,McHenry ,17111,,TRUMP
756,35918,37081,78995,0.454687006,0.469409456,"1,163",1.47%,IL,McLean ,17113,,TRUMP
757,1808,4230,6423,0.281488401,0.658570761,"2,422",37.71%,IL,Menard ,17129,,TRUMP
758,3061,4800,8417,0.363668766,0.570274445,"1,739",20.66%,IL,Mercer ,17131,,TRUMP
759,5522,12614,19074,0.289504037,0.661319073,"7,092",37.18%,IL,Monroe ,17133,,TRUMP
760,3490,8616,12829,0.27203991,0.671603399,"5,126",39.96%,IL,Montgomery ,17135,,TRUMP
761,4693,9060,14607,0.321284316,0.620250565,"4,367",29.90%,IL,Morgan ,17137,,TRUMP
762,1476,4453,6209,0.23771944,0.717184732,"2,977",47.95%,IL,Moultrie ,17139,,TRUMP
763,8025,14344,23798,0.337213211,0.602739726,"6,319",26.55%,IL,Ogle ,17141,,TRUMP
764,37436,35299,77465,0.483263409,0.455676757,"2,137",2.76%,IL,Peoria ,17143,,CLINTON
765,2433,6816,9706,0.250669689,0.702246033,"4,383",45.16%,IL,Perry ,17145,,TRUMP
766,2633,5623,8899,0.295875941,0.631868749,"2,990",33.60%,IL,Piatt ,17147,,TRUMP
767,1412,5749,7458,0.189326897,0.770850094,"4,337",58.15%,IL,Pike ,17149,,TRUMP
768,374,1678,2132,0.175422139,0.787054409,"1,304",61.16%,IL,Pope ,17151,,TRUMP
769,817,1583,2473,0.330367974,0.640113223,766,30.97%,IL,Pulaski ,17153,,TRUMP
770,1143,1762,3076,0.371586476,0.572821847,619,20.12%,IL,Putnam ,17155,,TRUMP
771,3421,9992,14032,0.243799886,0.712086659,"6,571",46.83%,IL,Randolph ,17157,,TRUMP
772,1579,5736,7630,0.206946265,0.751769332,"4,157",54.48%,IL,Richland ,17159,,TRUMP
773,32258,26969,62971,0.512267552,0.428276508,"5,289",8.40%,IL,Rock Island ,17161,,CLINTON
774,2551,8248,11234,0.227078512,0.734199751,"5,697",50.71%,IL,Saline ,17165,,TRUMP
775,40731,49823,96472,0.422205407,0.516450369,"9,092",9.42%,IL,Sangamon ,17167,,TRUMP
776,1074,2523,3792,0.283227848,0.665348101,"1,449",38.21%,IL,Schuyler ,17169,,TRUMP
777,528,1965,2583,0.204413473,0.760743322,"1,437",55.63%,IL,Scott ,17171,,TRUMP
778,2279,8209,10912,0.208852639,0.752291056,"5,930",54.34%,IL,Shelby ,17173,,TRUMP
779,60180,53479,119201,0.504861536,0.448645565,"6,701",5.62%,IL,St. Clair ,17163,,CLINTON
780,748,1777,2707,0.27632065,0.65644625,"1,029",38.01%,IL,Stark ,17175,,TRUMP
781,7531,10845,19525,0.385710627,0.555441741,"3,314",16.97%,IL,Stephenson ,17177,,TRUMP
782,20568,38620,63347,0.324687831,0.609657916,"18,052",28.50%,IL,Tazewell ,17179,,TRUMP
783,2389,5780,8514,0.280596664,0.678881842,"3,391",39.83%,IL,Union ,17181,,TRUMP
784,9876,18582,29799,0.331420517,0.623577972,"8,706",29.22%,IL,Vermilion ,17183,,TRUMP
785,1146,4039,5402,0.212143651,0.747686042,"2,893",53.55%,IL,Wabash ,17185,,TRUMP
786,2983,4267,7700,0.387402597,0.554155844,"1,284",16.68%,IL,Warren ,17187,,TRUMP
787,1446,5566,7376,0.196041215,0.754609544,"4,120",55.86%,IL,Washington ,17189,,TRUMP
788,1048,6963,8256,0.126937984,0.843386628,"5,915",71.64%,IL,Wayne ,17191,,TRUMP
789,1412,5639,7289,0.193716559,0.7736315,"4,227",57.99%,IL,White ,17193,,TRUMP
790,11005,12597,25210,0.436533122,0.499682666,"1,592",6.31%,IL,Whiteside ,17195,,TRUMP
791,146230,129726,291010,0.502491323,0.445778496,"16,504",5.67%,IL,Will ,17197,,CLINTON
792,8539,21503,31422,0.271752275,0.684329451,"12,964",41.26%,IL,Williamson ,17199,,TRUMP
793,52595,53922,113027,0.465331293,0.47707185,"1,327",1.17%,IL,Winnebago ,17201,,TRUMP
794,5068,13180,19389,0.261385322,0.679766878,"8,112",41.84%,IL,Woodford ,17203,,TRUMP
795,2802,9642,13039,0.21489378,0.739473886,"6,840",52.46%,IN,Adams ,18001,,TRUMP
796,55222,83801,145787,0.378785488,0.574818056,"28,579",19.60%,IN,Allen ,18003,,TRUMP
797,9841,20637,32389,0.303837723,0.637160764,"10,796",33.33%,IN,Bartholomew ,18005,,TRUMP
798,860,2579,3654,0.235358511,0.705801861,"1,719",47.04%,IN,Benton ,18007,,TRUMP
799,1243,3349,4822,0.257776856,0.694525093,"2,106",43.67%,IN,Blackford ,18009,,TRUMP
800,10181,19654,32061,0.317550919,0.613018933,"9,473",29.55%,IN,Boone ,18011,,TRUMP
801,2518,5015,7908,0.318411735,0.634167931,"2,497",31.58%,IN,Brown ,18013,,TRUMP
802,1891,6273,8609,0.219653851,0.728656058,"4,382",50.90%,IN,Carroll ,18015,,TRUMP
803,3758,9697,14135,0.265864874,0.686027591,"5,939",42.02%,IN,Cass ,18017,,TRUMP
804,18791,30012,51104,0.367701158,0.587273012,"11,221",21.96%,IN,Clark ,18019,,TRUMP
805,2306,8528,11259,0.204813927,0.757438494,"6,222",55.26%,IN,Clay ,18021,,TRUMP
806,2819,8530,11896,0.23697041,0.717047747,"5,711",48.01%,IN,Clinton ,18023,,TRUMP
807,1323,3013,4591,0.288172511,0.656284034,"1,690",36.81%,IN,Crawford ,18025,,TRUMP
808,1800,8545,10736,0.167660209,0.795920268,"6,745",62.83%,IN,Daviess ,18027,,TRUMP
